w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50
0.11686030535622971,0.07312854375037808,0.05730145961687941,-0.11736751140957279,-0.15755995335958248,-0.07677406078195731,-0.020299981816295404,0.05318910735878829,-0.037196780172538274,-0.05942534385341749,-0.048823690664714266,-0.17343974913782237,0.048138302774978894,-0.12875166257273074,-0.06275242673252772,-0.12118225700742424,-0.06284848784253373,0.038960847599569574,0.06212871652421723,0.016885557759565146,-0.1351039660565477,-0.1561852965216966,-0.012433086391960627,-0.02774499422470742,0.11125841037326951,0.0035172838328208313,0.15310888551498528,-0.017128266161761326,0.023318057664524057,0.023342674504805212,0.08828821443937215,-0.11931430907926835,-0.05949347931555123,-0.006906257071185822,0.0652291226334357,-0.07148549379903181,0.02100999848041296,-0.061954447240831434,-0.031981123127588884,0.03622229834144952,0.00360757516973809,0.1776466906654871,0.0874097008465802,-0.0733935547794541,0.008024347920592602,-0.1066590401537447,-0.03439442147406311,-0.08726119533490771,-0.11980785163885953,0.03536721743052186
0.32993541579134206,-0.08440447979704871,-0.6783145575575773,0.5876352226619366,0.1676970099051258,0.19808930952569326,0.2320063789762546,-0.09445875677140143,0.6199444467428891,0.43288807235382937,0.06415040341690889,-0.5810885224898581,-0.3752481428698204,0.24210735380269766,0.016234395823316095,-0.0014094897708154862,0.027732598043657145,-0.29096689024005595,-0.14230983005905204,0.27422678457798083,0.625430489265405,0.5038690747709036,-0.4274705701589982,0.29175282374386285,-0.5183323576013857,-0.5705346422381307,-0.5175879432561336,-0.3605539841568784,0.4324081661216958,0.03925248496105118,-0.5102320515575025,0.6001144258473359,0.4417802142911301,0.14686921793766636,0.036585632374381505,-0.21857984033714992,-0.4401074488212182,0.3349683147365548,0.15581979841651517,0.3460075746515385,0.31636573057172396,-0.49772603684785116,-0.5455471232326712,0.3824289449771986,0.5851439512898698,-0.07944758989944214,0.16483718471759976,0.27945105672707066,-0.021039735943223455,-0.32379945889393347
-0.1212431913516126,-0.10118280171553867,-0.15974445801774345,0.11455374244669063,0.18246210506384,0.09608929960756271,0.17325633866299764,-0.023724147149302453,0.009039417343385345,0.07865510079046949,0.08928513976557688,-0.09305744077004374,-0.16430425422315575,0.2585650674097544,0.045665096754642816,0.048629816917357314,0.1988715295556757,-0.16269313401239122,-0.03646448352528902,-0.09992989009624555,0.11245162634156017,0.18831508271170969,-0.09850153133054017,0.012271684669558545,-0.027869523704629032,-0.06275412511720464,-0.2936806794525367,-0.03560027738555522,-0.23911689099828642,-0.2029615932314815,-0.22185300226374843,-0.04474835315177905,0.03350124784432742,-0.14517692078276911,-0.17286570501949164,0.0362025260761355,-0.15879986255534537,-0.08832268255790401,0.07211399911932165,0.017718071551789928,-0.12725719616759013,0.06904076281633613,-0.06241227366111992,0.19048657691321436,0.008475611791191945,0.1606967454741758,0.09112011722196403,0.14687393567596865,0.14413424667926644,-0.1329902865884979
-0.07222181744691326,0.10029462116928155,0.29620121406743316,-0.24146839319328234,-0.043689241627636065,-0.11099850569362536,-0.3679841676227463,-0.23630398478083006,0.09008104082628927,0.134622581791935,0.09073160466536198,0.20119495802255466,-0.09369309594812819,-0.04067725326529707,-0.3677259688538983,-0.3670062543325184,-0.052426220933551024,0.2590684097472707,0.1482308970506492,0.033902546409006834,-0.13364409850785808,-0.006452433486878762,0.11182472763203388,0.0472270409007371,0.10492581057317346,0.1070213768744454,0.24388254862104267,-0.018490065948786924,-0.16443887047479194,0.1680537647209518,0.09664899735445126,0.07218542640325644,-0.10641586832622718,0.07838531731518976,0.26932228335800745,0.22627904878275593,-0.009745153037195071,0.11032561638031566,-0.1607848411452428,-0.06763114930972586,0.001329943974665039,0.21206690048346688,-0.013020871423731614,-0.28708452698778103,-0.021706739922228616,-0.2997964496512692,0.019994754993489326,0.00021566482824276635,-0.2571455780592497,0.10150404746282303
-0.4723280441765066,-0.1679096751823043,-0.033049772526098496,0.2845115924635787,0.3106669077118775,0.22833341453134626,-0.18254672917354595,-0.12444221212880696,0.133817661235836,0.1941405974009452,0.1460659797994916,-0.05303224512757386,-0.151110845698241,0.2175465221980873,-0.08145447920714517,0.1539001422440039,0.18120834679567402,-0.17785402649434465,-0.03410924100278036,0.044809451337989525,0.11633802959471194,0.30897108621417957,0.05475955742582262,-0.15227617124517503,-0.008396655178528776,-0.16505075547106826,-0.12250850754295654,-0.050872533023677585,0.2938506165624983,-0.03618275310014691,-0.23939824389274833,0.3664298044235657,0.26038532610906895,-0.04132247606129425,-0.025151397867642332,0.1156512346172294,-0.16112362913509357,0.04158492779752002,-0.09084180759473869,-0.15499034240378523,-0.050474967169637557,-0.36296085222262575,-0.1620658562756177,0.04029148859727411,0.04830993584254899,-0.004477217882985639,0.15302616551528872,0.27335412575140855,0.11587000774964776,-0.13619603432485022
-0.022935708645628352,-0.0058251306102995275,0.006197030253760005,0.02101949079736939,-0.02256460084061698,-0.006505319987580112,-0.028260969516218683,-0.27649722785064934,0.17317707912694028,0.17256881191255574,0.01447857291493215,0.04685868306213052,-0.20573317681717262,0.17188607299425393,-0.243126626533001,-0.2585133649134649,-0.1353564499673274,0.03538023365217949,0.1454201182779246,0.06694723343005424,0.09679183226126513,0.11203353822425048,0.16780038121702898,0.0637641687205105,0.09576707441275616,-0.028553986577046036,0.014388679013393604,-0.02198829261561724,-0.14856247590785304,0.10444805685803707,-0.14244026048717787,0.0758817729337279,-0.00708334134709631,0.08587178273093103,0.08822467288449745,0.18352691585297,-0.13709716821798432,0.1730714193337316,-0.09656916850708229,0.2455760973016346,-0.01804117213834575,0.10773854626315715,-0.10293560267497624,-0.15750057905786316,0.16838227994733684,-0.12238890169000129,0.15064188968035874,0.13260931640161147,-0.14166609896681112,-0.05243382619012241
-0.09420466700363245,-0.043177276708440834,0.01794711945999465,0.14891211189033263,0.08623597602197741,0.024012790553122693,0.09931861599689461,-0.43872156570203996,0.3292221941419892,0.33743096861247557,-0.0026549041042141994,-0.06985653657613762,-0.28403488306030034,0.3889930732841734,-0.2465422948344483,-0.14728117515885836,-0.007996397428035333,-0.009407221358743936,0.2412229320014586,0.15843807113212227,0.20474279867048403,0.21026804438068478,0.34570607134927445,0.16775893077374524,-0.12293562988029091,0.03959233941990698,-0.27222768746164344,-0.11825888772079925,-0.1640574337814004,0.08286836187988604,-0.31201720623755363,0.27990802773788737,0.03950350885725927,0.12897480223850938,0.10902113699554432,0.35393568253260044,-0.18644456841086363,0.14809874082231883,-0.25713744378686765,0.23076733064944782,0.005981433475887731,0.00792692041114593,-0.1765602999783428,-0.1260436235155006,0.18037747109252728,-0.0214688424705133,0.22610098226373854,0.28135441046633125,-0.12834103303083602,-0.02835962353715545
0.3916124657351934,0.22939533045054744,0.0732217306227844,-0.3605487857563272,-0.41344768383853653,-0.42659048718057574,0.037191538502911806,-0.3364271414611261,0.1745027652008437,0.43037105405395687,-0.08071243550823852,0.23924698136707098,-0.007748289847757525,0.17788448598267537,-0.40573243733818126,-0.37414090107722553,-0.18298208996486878,0.3739559247525312,0.5348596861468424,0.06912543239635995,-0.1097348660641228,-0.16981226071978697,0.15943884333546138,0.20341202407992479,-0.044304915017328216,0.42946535776186934,0.037184956039905626,-0.1259972091261362,-0.4847161627024231,0.2515972550403405,0.07508646741775847,-0.1684655919618626,-0.47027532011109663,0.1299305477338693,0.3976474152631196,0.02400121354724549,0.071351916328653,-0.32406140120347915,-0.4093183500005649,0.018726888991170997,0.012479255921121117,0.45393995855455554,-0.0021993965961349927,-0.3310773475659106,-0.05377605121380636,-0.2852021786218882,-0.06478840930278791,-0.24859471303447858,-0.530148391446259,0.16982321868382688
-0.00572583455134056,-0.08679032926954747,0.2187401696752904,-0.11209508041073497,0.04798162876205762,-0.006701208791914203,-0.2314907087912201,-0.2866990509086579,0.023654133263033342,0.1498320731295556,0.13817601292992546,0.09222584570421569,-0.22783760416168036,0.06237288171458723,-0.22702195770868924,-0.32260644067290273,-0.023912970413174004,0.08073014034164344,0.06494536850514432,-0.1366925118290059,0.009695677316737851,0.06487792265780698,0.16451277558448052,0.027219869364757794,0.12484264208626712,0.09872253625787349,0.25876592850629754,0.08174239788878447,-0.24852864358960217,0.012025222076597439,-0.12659598804801253,-0.10497160702655069,-0.030613666569822926,-0.028447054940300334,0.18663683078651255,0.20229284886805687,-0.19820397373961374,0.12705694165577142,-0.08552056941855259,0.18629951838890552,-0.1956577200055275,0.4074225904036876,0.02707072218171726,-0.2361724778187988,-0.040429739242549195,-0.06354811936908009,0.23632340130689783,0.2794382494814131,-0.16900223915656834,-0.0154041053112526
-0.06940064765040141,-0.033397683653711235,0.013768337865132546,0.01322465381545169,-0.030585689384713118,-0.03787565677407971,-0.066777845699391,-0.1515731650496063,0.10880332025040927,0.06551388203976813,0.044982650792013586,0.16364771755021346,-0.2026808134856691,0.11218727776097605,-0.14011662633394406,-0.07829547920753759,-0.034883148275869046,0.004022987479994445,0.11405512677531483,0.031037286296004794,0.04647111648244829,0.07961319899611934,0.1064834684339557,0.033142930780617946,-0.04451875642090601,0.03613048216595397,-0.08036285427330679,-0.06685998361051614,-0.12214164387128976,-0.01082894057617795,-0.08714197207519483,0.100162588355689,-0.062229765929455526,0.02020660838552298,0.05151681456789004,0.23967815465432,-0.05354874416506599,0.11998520388521938,-0.06713880976176824,0.052268234132482834,-0.0422019105941876,0.06634808992865124,-0.05642817955781777,-0.0499751895050478,0.019371576771973084,-0.054724164441598465,0.06353198346502928,0.008819254174406635,-0.0713011185782672,0.021916047692954334
